id,company_name,industry,sub_industry,city,state,website,phone,contact_email,employee_count,estimated_revenue,founded_year,linkedin_url,growth_signals,source,description
176,Granite Wellness,Healthcare Services,Physical Therapy,Richmond,VA,,(465) 507-2660,,141,36270000,2002,https://www.linkedin.com/company/granitewellness,expanded service area,LinkedIn Company Search,"Granite Wellness is a physical therapy business based in Richmond, VA, operating in the healthcare services space since 2002."
177,Harbor Provisions,Food & Beverage,Catering,Phoenix,AZ,https://www.harborprovisions.com,(585) 663-2044,info@harborprovisions.com,48,10410000,2004,https://www.linkedin.com/company/harborprovisions,,LinkedIn Company Search,"Harbor Provisions is a catering business based in Phoenix, AZ, operating in the food & beverage space since 2004."
178,Anchor Comfort Systems,HVAC & Home Services,HVAC Installation,Indianapolis,IN,https://www.anchorcomfortsystems.com,(224) 515-2927,info@anchorcomfortsystems.com,147,30620000,2018,https://www.linkedin.com/company/anchorcomfortsystems,hiring,LinkedIn Company Search,"Anchor Comfort Systems is a hvac installation business based in Indianapolis, IN, operating in the hvac & home services space since 2018."
179,Vanguard Builders,Construction,Specialty Trades,Phoenix,AZ,https://www.vanguardbuilders.com,(976) 696-8572,info@vanguardbuilders.com,25,4670000,2004,https://www.linkedin.com/company/vanguardbuilders,,Industry Directory,"Vanguard Builders is a specialty trades business based in Phoenix, AZ, operating in the construction space since 2004."
180,Redstone Education Partners,Education & Training,Tutoring Services,Kansas City,MO,https://www.redstoneeducationpartners.com,(612) 490-1182,info@redstoneeducationpartners.com,28,7500000,1996,,press mention;expanded service area,Google Maps,"Redstone Education Partners is a tutoring services business based in Kansas City, MO, operating in the education & training space since 1996."
181,Bluepeak Learning Group,Education & Training,Childcare,Denver,CO,https://www.bluepeaklearninggroup.com,(945) 146-6121,info@bluepeaklearninggroup.com,43,10520000,1976,,recent leadership change,State Business Registry,"Bluepeak Learning Group is a childcare business based in Denver, CO, operating in the education & training space since 1976."
182,Coastal Health Partners,Healthcare Services,Home Health Care,Raleigh,NC,https://www.coastalhealthpartners.com,(911) 243-7531,info@coastalhealthpartners.com,172,25460000,1998,https://www.linkedin.com/company/coastalhealthpartners,,LinkedIn Company Search,"Coastal Health Partners is a home health care business based in Raleigh, NC, operating in the healthcare services space since 1998."
183,Vanguard Beverage Co,Food & Beverage,Food Distribution,Nashville,TN,https://www.vanguardbeverageco.com,(335) 259-1612,info@vanguardbeverageco.com,220,33580000,1990,https://www.linkedin.com/company/vanguardbeverageco,new location opened,Google Maps,"Vanguard Beverage Co is a food distribution business based in Nashville, TN, operating in the food & beverage space since 1990."
184,Granite Beverage Co,Food & Beverage,Food Distribution,Indianapolis,IN,https://www.granitebeverageco.com,(798) 846-1989,info@granitebeverageco.com,91,12660000,2019,https://www.linkedin.com/company/granitebeverageco,recent leadership change,LinkedIn Company Search,"Granite Beverage Co is a food distribution business based in Indianapolis, IN, operating in the food & beverage space since 2019."
185,Highland Education Partners,Education & Training,Childcare,Kansas City,MO,https://www.highlandeducationpartners.com,(916) 824-4492,info@highlandeducationpartners.com,235,35300000,1990,https://www.linkedin.com/company/highlandeducationpartners,recent leadership change;hiring;new location opened,Google Maps,"Highland Education Partners is a childcare business based in Kansas City, MO, operating in the education & training space since 1990."
186,Bluepeak Systems,IT Services & MSP,Cloud Consulting,Salt Lake City,UT,https://www.bluepeaksystems.com,(648) 352-3545,info@bluepeaksystems.com,197,43040000,2022,https://www.linkedin.com/company/bluepeaksystems,expanded service area;new location opened,Google Maps,"Bluepeak Systems is a cloud consulting business based in Salt Lake City, UT, operating in the it services & msp space since 2022."
187,Coastal Consulting Group,Professional Services,Staffing Agency,Phoenix,AZ,https://www.coastalconsultinggroup.com,(295) 186-4033,info@coastalconsultinggroup.com,98,19760000,2015,https://www.linkedin.com/company/coastalconsultinggroup,new location opened;hiring;website redesign,Google Maps,"Coastal Consulting Group is a staffing agency business based in Phoenix, AZ, operating in the professional services space since 2015."
188,Timber Construction Group,Construction,Specialty Trades,Raleigh,NC,https://www.timberconstructiongroup.com,,info@timberconstructiongroup.com,246,45740000,1997,https://www.linkedin.com/company/timberconstructiongroup,press mention,LinkedIn Company Search,"Timber Construction Group is a specialty trades business based in Raleigh, NC, operating in the construction space since 1997."
189,Riverside Comfort Systems,HVAC & Home Services,Roofing,Cincinnati,OH,https://www.riversidecomfortsystems.com,(326) 432-1880,info@riversidecomfortsystems.com,115,21070000,2023,https://www.linkedin.com/company/riversidecomfortsystems,expanded service area,Google Maps,"Riverside Comfort Systems is a roofing business based in Cincinnati, OH, operating in the hvac & home services space since 2023."
190,Sterling Training Institute,Education & Training,Childcare,Phoenix,AZ,https://www.sterlingtraininginstitute.com,(912) 498-5330,info@sterlingtraininginstitute.com,234,58150000,2004,https://www.linkedin.com/company/sterlingtraininginstitute,website redesign;new location opened,State Business Registry,"Sterling Training Institute is a childcare business based in Phoenix, AZ, operating in the education & training space since 2004."
191,Apex Networks,IT Services & MSP,Cloud Consulting,Nashville,TN,https://www.apexnetworks.com,(216) 892-8687,info@apexnetworks.com,49,11210000,1995,,,Google Maps,"Apex Networks is a cloud consulting business based in Nashville, TN, operating in the it services & msp space since 1995."
192,Summit Partners,Professional Services,Accounting Firm,Denver,CO,https://www.summitpartners.com,(746) 110-7136,info@summitpartners.com,245,57480000,2001,,website redesign;press mention,State Business Registry,"Summit Partners is a accounting firm business based in Denver, CO, operating in the professional services space since 2001."
193,Crestline Comfort Systems,HVAC & Home Services,HVAC Installation,Denver,CO,https://www.crestlinecomfortsystems.com,(148) 919-3525,info@crestlinecomfortsystems.com,137,35570000,1978,https://www.linkedin.com/company/crestlinecomfortsystems,hiring,LinkedIn Company Search,"Crestline Comfort Systems is a hvac installation business based in Denver, CO, operating in the hvac & home services space since 1978."
194,Summit Technologies,IT Services & MSP,Managed IT,Sacramento,CA,https://www.summittechnologies.com,(278) 671-7774,info@summittechnologies.com,161,34180000,1981,https://www.linkedin.com/company/summittechnologies,recent leadership change;press mention;website redesign,Industry Directory,"Summit Technologies is a managed it business based in Sacramento, CA, operating in the it services & msp space since 1981."
195,Ironwood & Associates,Professional Services,Law Firm,Denver,CO,,(607) 938-5801,,211,45210000,1982,https://www.linkedin.com/company/ironwoodassociates,expanded service area;press mention,LinkedIn Company Search,"Ironwood & Associates is a law firm business based in Denver, CO, operating in the professional services space since 1982."
196,Redstone Health Partners,Healthcare Services,Physical Therapy,Richmond,VA,https://www.redstonehealthpartners.com,(430) 188-8185,info@redstonehealthpartners.com,153,22560000,1990,https://www.linkedin.com/company/redstonehealthpartners,expanded service area,LinkedIn Company Search,"Redstone Health Partners is a physical therapy business based in Richmond, VA, operating in the healthcare services space since 1990."
197,Lakeside IT Group,IT Services & MSP,Managed IT,Kansas City,MO,https://www.lakesideitgroup.com,(461) 269-8515,info@lakesideitgroup.com,42,9620000,1987,https://www.linkedin.com/company/lakesideitgroup,hiring,LinkedIn Company Search,"Lakeside IT Group is a managed it business based in Kansas City, MO, operating in the it services & msp space since 1987."
198,Vanguard Advisors,Professional Services,Marketing Agency,Richmond,VA,https://www.vanguardadvisors.com,,info@vanguardadvisors.com,176,22430000,1993,,hiring;recent leadership change,Google Maps,"Vanguard Advisors is a marketing agency business based in Richmond, VA, operating in the professional services space since 1993."
199,Redstone Supply Co,Logistics & Distribution,Wholesale Distribution,Portland,OR,https://www.redstonesupplyco.com,(527) 261-3103,info@redstonesupplyco.com,110,12330000,1977,https://www.linkedin.com/company/redstonesupplyco,press mention;recent leadership change;website redesign,State Business Registry,"Redstone Supply Co is a wholesale distribution business based in Portland, OR, operating in the logistics & distribution space since 1977."
200,Vanguard Academy,Education & Training,Vocational School,Charlotte,NC,https://www.vanguardacademy.com,(520) 596-5802,info@vanguardacademy.com,74,19850000,1990,https://www.linkedin.com/company/vanguardacademy,expanded service area,Google Maps,"Vanguard Academy is a vocational school business based in Charlotte, NC, operating in the education & training space since 1990."
201,Pioneer Health Partners,Healthcare Services,Physical Therapy,Kansas City,MO,https://www.pioneerhealthpartners.com,(356) 196-6348,info@pioneerhealthpartners.com,161,38800000,1985,https://www.linkedin.com/company/pioneerhealthpartners,recent leadership change,Google Maps,"Pioneer Health Partners is a physical therapy business based in Kansas City, MO, operating in the healthcare services space since 1985."
202,Westbrook Academy,Education & Training,Tutoring Services,Portland,OR,https://www.westbrookacademy.com,(661) 186-6354,info@westbrookacademy.com,169,27490000,1982,https://www.linkedin.com/company/westbrookacademy,,LinkedIn Company Search,"Westbrook Academy is a tutoring services business based in Portland, OR, operating in the education & training space since 1982."
203,Highland Distribution,Logistics & Distribution,Last-Mile Delivery,Nashville,TN,https://www.highlanddistribution.com,(465) 853-1145,info@highlanddistribution.com,216,56980000,2000,https://www.linkedin.com/company/highlanddistribution,recent leadership change,Google Maps,"Highland Distribution is a last-mile delivery business based in Nashville, TN, operating in the logistics & distribution space since 2000."
204,Foundry Logistics,Logistics & Distribution,Last-Mile Delivery,Cincinnati,OH,https://www.foundrylogistics.com,(971) 659-4920,info@foundrylogistics.com,173,29080000,1985,https://www.linkedin.com/company/foundrylogistics,expanded service area;recent leadership change,LinkedIn Company Search,"Foundry Logistics is a last-mile delivery business based in Cincinnati, OH, operating in the logistics & distribution space since 1985."
205,Westbrook Academy,Education & Training,Vocational School,Cincinnati,OH,https://www.westbrookacademy.com,(683) 415-4451,info@westbrookacademy.com,210,31760000,1978,https://www.linkedin.com/company/westbrookacademy,hiring,Industry Directory,"Westbrook Academy is a vocational school business based in Cincinnati, OH, operating in the education & training space since 1978."
206,Cedarbrook Supply Co,Logistics & Distribution,Wholesale Distribution,Richmond,VA,https://www.cedarbrooksupplyco.com,(562) 924-4423,info@cedarbrooksupplyco.com,83,21460000,2012,https://www.linkedin.com/company/cedarbrooksupplyco,,State Business Registry,"Cedarbrook Supply Co is a wholesale distribution business based in Richmond, VA, operating in the logistics & distribution space since 2012."
207,Cedarbrook Manufacturing,Manufacturing,Precision Machining,Boise,ID,https://www.cedarbrookmanufacturing.com,(734) 886-6272,info@cedarbrookmanufacturing.com,198,34240000,2004,,recent leadership change;website redesign,Google Maps,"Cedarbrook Manufacturing is a precision machining business based in Boise, ID, operating in the manufacturing space since 2004."
208,Anchor Foods,Food & Beverage,Food Distribution,Austin,TX,https://www.anchorfoods.com,(881) 154-2533,info@anchorfoods.com,193,26320000,2001,,expanded service area,LinkedIn Company Search,"Anchor Foods is a food distribution business based in Austin, TX, operating in the food & beverage space since 2001."
209,Northgate Learning Group,Education & Training,Vocational School,Cincinnati,OH,https://www.northgatelearninggroup.com,(574) 562-7485,info@northgatelearninggroup.com,159,29130000,2012,https://www.linkedin.com/company/northgatelearninggroup,hiring;website redesign,Industry Directory,"Northgate Learning Group is a vocational school business based in Cincinnati, OH, operating in the education & training space since 2012."
210,Vanguard Networks,IT Services & MSP,Managed IT,Boise,ID,https://www.vanguardnetworks.com,(159) 415-8433,info@vanguardnetworks.com,78,20960000,2020,https://www.linkedin.com/company/vanguardnetworks,hiring,LinkedIn Company Search,"Vanguard Networks is a managed it business based in Boise, ID, operating in the it services & msp space since 2020."
211,Timber Works,Manufacturing,Packaging,Charlotte,NC,https://www.timberworks.com,(670) 648-2018,info@timberworks.com,55,11660000,1988,,,State Business Registry,"Timber Works is a packaging business based in Charlotte, NC, operating in the manufacturing space since 1988."
212,Lakeside Partners,Professional Services,Accounting Firm,Richmond,VA,https://www.lakesidepartners.com,(886) 364-1065,info@lakesidepartners.com,144,29270000,2017,,hiring,Industry Directory,"Lakeside Partners is a accounting firm business based in Richmond, VA, operating in the professional services space since 2017."
213,Bluepeak Motorworks,Automotive Services,Auto Repair,Austin,TX,https://www.bluepeakmotorworks.com,(305) 410-7909,info@bluepeakmotorworks.com,23,3440000,2015,https://www.linkedin.com/company/bluepeakmotorworks,expanded service area,Google Maps,"Bluepeak Motorworks is a auto repair business based in Austin, TX, operating in the automotive services space since 2015."
214,Cascade Education Partners,Education & Training,Tutoring Services,Phoenix,AZ,,(259) 686-7972,,13,2960000,2022,https://www.linkedin.com/company/cascadeeducationpartners,hiring;press mention;website redesign,State Business Registry,"Cascade Education Partners is a tutoring services business based in Phoenix, AZ, operating in the education & training space since 2022."
215,Sterling Comfort Systems,HVAC & Home Services,Plumbing,Salt Lake City,UT,https://www.sterlingcomfortsystems.com,(316) 275-5375,info@sterlingcomfortsystems.com,38,9050000,2022,https://www.linkedin.com/company/sterlingcomfortsystems,press mention;new location opened,Google Maps,"Sterling Comfort Systems is a plumbing business based in Salt Lake City, UT, operating in the hvac & home services space since 2022."
216,Granite Works,Manufacturing,Packaging,Cincinnati,OH,https://www.graniteworks.com,(691) 237-4594,info@graniteworks.com,44,4460000,1992,https://www.linkedin.com/company/graniteworks,hiring,LinkedIn Company Search,"Granite Works is a packaging business based in Cincinnati, OH, operating in the manufacturing space since 1992."
217,Westbrook Freight,Logistics & Distribution,Warehousing,Tampa,FL,https://www.westbrookfreight.com,(570) 645-1212,info@westbrookfreight.com,235,52510000,1991,https://www.linkedin.com/company/westbrookfreight,website redesign;expanded service area,State Business Registry,"Westbrook Freight is a warehousing business based in Tampa, FL, operating in the logistics & distribution space since 1991."
218,Redstone Learning Group,Education & Training,Tutoring Services,Charlotte,NC,https://www.redstonelearninggroup.com,(294) 517-6939,info@redstonelearninggroup.com,13,1280000,2014,https://www.linkedin.com/company/redstonelearninggroup,hiring,Google Maps,"Redstone Learning Group is a tutoring services business based in Charlotte, NC, operating in the education & training space since 2014."
219,Redstone Systems,IT Services & MSP,Software Support,Phoenix,AZ,https://www.redstonesystems.com,(235) 361-5129,info@redstonesystems.com,105,27730000,2019,https://www.linkedin.com/company/redstonesystems,expanded service area;recent leadership change,Industry Directory,"Redstone Systems is a software support business based in Phoenix, AZ, operating in the it services & msp space since 2019."
220,Summit Education Partners,Education & Training,Corporate Training,Raleigh,NC,https://www.summiteducationpartners.com,(142) 400-8490,info@summiteducationpartners.com,221,22770000,1992,,recent leadership change;press mention,Google Maps,"Summit Education Partners is a corporate training business based in Raleigh, NC, operating in the education & training space since 1992."
221,Cascade Foods,Food & Beverage,Catering,Salt Lake City,UT,https://www.cascadefoods.com,(568) 263-8238,info@cascadefoods.com,59,7570000,1990,https://www.linkedin.com/company/cascadefoods,website redesign,LinkedIn Company Search,"Cascade Foods is a catering business based in Salt Lake City, UT, operating in the food & beverage space since 1990."
222,Harbor Logistics,Logistics & Distribution,Last-Mile Delivery,Pittsburgh,PA,https://www.harborlogistics.com,,info@harborlogistics.com,242,63320000,1976,,website redesign;hiring;new location opened,State Business Registry,"Harbor Logistics is a last-mile delivery business based in Pittsburgh, PA, operating in the logistics & distribution space since 1976."
223,Granite Beverage Co,Food & Beverage,Food Distribution,Denver,CO,https://www.granitebeverageco.com,(543) 180-6181,info@granitebeverageco.com,123,18930000,1999,https://www.linkedin.com/company/granitebeverageco,website redesign;new location opened,LinkedIn Company Search,"Granite Beverage Co is a food distribution business based in Denver, CO, operating in the food & beverage space since 1999."
224,Vanguard IT Group,IT Services & MSP,Cloud Consulting,Phoenix,AZ,https://www.vanguarditgroup.com,(635) 905-6990,info@vanguarditgroup.com,29,7660000,1983,https://www.linkedin.com/company/vanguarditgroup,hiring,LinkedIn Company Search,"Vanguard IT Group is a cloud consulting business based in Phoenix, AZ, operating in the it services & msp space since 1983."
225,Foundry Motorworks,Automotive Services,Auto Parts Distribution,Austin,TX,https://www.foundrymotorworks.com,(879) 679-4423,info@foundrymotorworks.com,185,22180000,2012,,,Google Maps,"Foundry Motorworks is a auto parts distribution business based in Austin, TX, operating in the automotive services space since 2012."
226,Union Logistics,Logistics & Distribution,Wholesale Distribution,Milwaukee,WI,https://www.unionlogistics.com,,info@unionlogistics.com,225,53760000,2015,https://www.linkedin.com/company/unionlogistics,website redesign,Google Maps,"Union Logistics is a wholesale distribution business based in Milwaukee, WI, operating in the logistics & distribution space since 2015."
227,Apex Partners,Professional Services,Staffing Agency,Nashville,TN,https://www.apexpartners.com,(753) 433-1617,info@apexpartners.com,85,9510000,2001,https://www.linkedin.com/company/apexpartners,,Google Maps,"Apex Partners is a staffing agency business based in Nashville, TN, operating in the professional services space since 2001."
228,Sterling Education Partners,Education & Training,Vocational School,Salt Lake City,UT,https://www.sterlingeducationpartners.com,(979) 321-3034,info@sterlingeducationpartners.com,183,21510000,1983,https://www.linkedin.com/company/sterlingeducationpartners,hiring;new location opened;press mention,Google Maps,"Sterling Education Partners is a vocational school business based in Salt Lake City, UT, operating in the education & training space since 1983."
229,Cedarbrook Academy,Education & Training,Childcare,Austin,TX,https://www.cedarbrookacademy.com,(620) 251-9311,info@cedarbrookacademy.com,130,34400000,2019,https://www.linkedin.com/company/cedarbrookacademy,,Google Maps,"Cedarbrook Academy is a childcare business based in Austin, TX, operating in the education & training space since 2019."
230,Coastal Systems,IT Services & MSP,Software Support,Salt Lake City,UT,https://www.coastalsystems.com,(756) 481-6598,info@coastalsystems.com,212,49990000,1996,,website redesign;recent leadership change,Google Maps,"Coastal Systems is a software support business based in Salt Lake City, UT, operating in the it services & msp space since 1996."
231,Redstone Fabrication,Manufacturing,Packaging,Cincinnati,OH,https://www.redstonefabrication.com,(627) 197-3244,info@redstonefabrication.com,248,50110000,2021,https://www.linkedin.com/company/redstonefabrication,website redesign;recent leadership change,LinkedIn Company Search,"Redstone Fabrication is a packaging business based in Cincinnati, OH, operating in the manufacturing space since 2021."
232,Crestline Kitchen Co,Food & Beverage,Craft Beverage,Sacramento,CA,https://www.crestlinekitchenco.com,(832) 431-4024,info@crestlinekitchenco.com,31,6690000,2001,https://www.linkedin.com/company/crestlinekitchenco,new location opened;hiring;expanded service area,Google Maps,"Crestline Kitchen Co is a craft beverage business based in Sacramento, CA, operating in the food & beverage space since 2001."
233,Meridian Air Solutions,HVAC & Home Services,Plumbing,Charlotte,NC,https://www.meridianairsolutions.com,(668) 213-6534,info@meridianairsolutions.com,123,21400000,2005,https://www.linkedin.com/company/meridianairsolutions,website redesign,Google Maps,"Meridian Air Solutions is a plumbing business based in Charlotte, NC, operating in the hvac & home services space since 2005."
234,Foundry Partners,Professional Services,Law Firm,Milwaukee,WI,https://www.foundrypartners.com,,info@foundrypartners.com,232,48870000,2006,https://www.linkedin.com/company/foundrypartners,new location opened,Google Maps,"Foundry Partners is a law firm business based in Milwaukee, WI, operating in the professional services space since 2006."
235,Redstone Fleet Co,Automotive Services,Car Wash Chain,Tucson,AZ,https://www.redstonefleetco.com,(426) 758-6562,info@redstonefleetco.com,9,1190000,1981,https://www.linkedin.com/company/redstonefleetco,website redesign,Industry Directory,"Redstone Fleet Co is a car wash chain business based in Tucson, AZ, operating in the automotive services space since 1981."
236,Meridian IT Group,IT Services & MSP,Managed IT,Salt Lake City,UT,https://www.meridianitgroup.com,(612) 962-4185,info@meridianitgroup.com,36,5650000,2002,https://www.linkedin.com/company/meridianitgroup,new location opened;press mention,Google Maps,"Meridian IT Group is a managed it business based in Salt Lake City, UT, operating in the it services & msp space since 2002."
237,Summit Fleet Co,Automotive Services,Fleet Maintenance,Portland,OR,https://www.summitfleetco.com,(597) 536-5578,info@summitfleetco.com,149,35870000,1985,https://www.linkedin.com/company/summitfleetco,expanded service area,State Business Registry,"Summit Fleet Co is a fleet maintenance business based in Portland, OR, operating in the automotive services space since 1985."
238,Ironwood Networks,IT Services & MSP,Cloud Consulting,Raleigh,NC,https://www.ironwoodnetworks.com,(359) 969-4367,info@ironwoodnetworks.com,203,20910000,1977,https://www.linkedin.com/company/ironwoodnetworks,expanded service area;website redesign,Industry Directory,"Ironwood Networks is a cloud consulting business based in Raleigh, NC, operating in the it services & msp space since 1977."
239,Redstone Health Partners,Healthcare Services,Physical Therapy,Salt Lake City,UT,https://www.redstonehealthpartners.com,(178) 472-4208,info@redstonehealthpartners.com,126,18930000,2007,https://www.linkedin.com/company/redstonehealthpartners,hiring;new location opened,LinkedIn Company Search,"Redstone Health Partners is a physical therapy business based in Salt Lake City, UT, operating in the healthcare services space since 2007."
240,Ironwood Comfort Systems,HVAC & Home Services,HVAC Installation,Charlotte,NC,https://www.ironwoodcomfortsystems.com,(632) 946-5384,info@ironwoodcomfortsystems.com,134,35290000,2020,https://www.linkedin.com/company/ironwoodcomfortsystems,website redesign,Industry Directory,"Ironwood Comfort Systems is a hvac installation business based in Charlotte, NC, operating in the hvac & home services space since 2020."
241,Meridian IT Group,IT Services & MSP,Managed IT,Boise,ID,https://www.meridianitgroup.com,(298) 272-5705,info@meridianitgroup.com,187,32080000,1988,https://www.linkedin.com/company/meridianitgroup,expanded service area;new location opened,State Business Registry,"Meridian IT Group is a managed it business based in Boise, ID, operating in the it services & msp space since 1988."
242,Vanguard Health Partners,Healthcare Services,Urgent Care,Portland,OR,https://www.vanguardhealthpartners.com,(216) 917-7969,info@vanguardhealthpartners.com,52,5780000,2020,https://www.linkedin.com/company/vanguardhealthpartners,press mention;website redesign,Google Maps,"Vanguard Health Partners is a urgent care business based in Portland, OR, operating in the healthcare services space since 2020."
243,Vanguard Wellness,Healthcare Services,Urgent Care,Phoenix,AZ,https://www.vanguardwellness.com,(636) 788-9174,info@vanguardwellness.com,88,8970000,1991,https://www.linkedin.com/company/vanguardwellness,press mention,Google Maps,"Vanguard Wellness is a urgent care business based in Phoenix, AZ, operating in the healthcare services space since 1991."
244,Timber Training Institute,Education & Training,Corporate Training,Portland,OR,https://www.timbertraininginstitute.com,(349) 538-4021,info@timbertraininginstitute.com,98,9050000,1992,https://www.linkedin.com/company/timbertraininginstitute,press mention;hiring;website redesign,LinkedIn Company Search,"Timber Training Institute is a corporate training business based in Portland, OR, operating in the education & training space since 1992."
245,Lakeside Partners,Professional Services,Marketing Agency,Portland,OR,https://www.lakesidepartners.com,(751) 393-3346,info@lakesidepartners.com,188,41300000,2000,https://www.linkedin.com/company/lakesidepartners,website redesign;expanded service area,Google Maps,"Lakeside Partners is a marketing agency business based in Portland, OR, operating in the professional services space since 2000."
246,Apex Technologies,IT Services & MSP,Cloud Consulting,Austin,TX,https://www.apextechnologies.com,(828) 922-4050,info@apextechnologies.com,70,11240000,1999,https://www.linkedin.com/company/apextechnologies,recent leadership change;new location opened,LinkedIn Company Search,"Apex Technologies is a cloud consulting business based in Austin, TX, operating in the it services & msp space since 1999."
247,Apex Beverage Co,Food & Beverage,Commercial Bakery,Kansas City,MO,https://www.apexbeverageco.com,(665) 684-4106,info@apexbeverageco.com,80,20130000,1981,https://www.linkedin.com/company/apexbeverageco,recent leadership change,State Business Registry,"Apex Beverage Co is a commercial bakery business based in Kansas City, MO, operating in the food & beverage space since 1981."
248,Meridian Air Solutions,HVAC & Home Services,Roofing,Cincinnati,OH,https://www.meridianairsolutions.com,(596) 578-6477,info@meridianairsolutions.com,162,42360000,2019,https://www.linkedin.com/company/meridianairsolutions,press mention,Google Maps,"Meridian Air Solutions is a roofing business based in Cincinnati, OH, operating in the hvac & home services space since 2019."
249,Foundry Beverage Co,Food & Beverage,Commercial Bakery,Milwaukee,WI,https://www.foundrybeverageco.com,(141) 640-7272,info@foundrybeverageco.com,108,10110000,1993,https://www.linkedin.com/company/foundrybeverageco,,State Business Registry,"Foundry Beverage Co is a commercial bakery business based in Milwaukee, WI, operating in the food & beverage space since 1993."
250,Redstone Air Solutions,HVAC & Home Services,Roofing,Denver,CO,https://www.redstoneairsolutions.com,(240) 940-4813,info@redstoneairsolutions.com,16,1970000,1994,https://www.linkedin.com/company/redstoneairsolutions,website redesign;press mention,Industry Directory,"Redstone Air Solutions is a roofing business based in Denver, CO, operating in the hvac & home services space since 1994."
251,Vanguard Consulting Group,Professional Services,Law Firm,Indianapolis,IN,https://www.vanguardconsultinggroup.com,(497) 962-7194,info@vanguardconsultinggroup.com,227,29420000,2018,https://www.linkedin.com/company/vanguardconsultinggroup,press mention;website redesign,Google Maps,"Vanguard Consulting Group is a law firm business based in Indianapolis, IN, operating in the professional services space since 2018."
252,Meridian Clinic Group,Healthcare Services,Physical Therapy,Phoenix,AZ,https://www.meridianclinicgroup.com,(531) 586-5338,info@meridianclinicgroup.com,90,17350000,2008,https://www.linkedin.com/company/meridianclinicgroup,website redesign;new location opened;expanded service area,LinkedIn Company Search,"Meridian Clinic Group is a physical therapy business based in Phoenix, AZ, operating in the healthcare services space since 2008."
253,Bluepeak IT Group,IT Services & MSP,Managed IT,Sacramento,CA,https://www.bluepeakitgroup.com,(128) 996-1517,info@bluepeakitgroup.com,6,1590000,2011,https://www.linkedin.com/company/bluepeakitgroup,press mention;expanded service area,Industry Directory,"Bluepeak IT Group is a managed it business based in Sacramento, CA, operating in the it services & msp space since 2011."
254,Highland Auto Group,Automotive Services,Car Wash Chain,Charlotte,NC,,(917) 472-4104,,124,20150000,1998,https://www.linkedin.com/company/highlandautogroup,press mention,LinkedIn Company Search,"Highland Auto Group is a car wash chain business based in Charlotte, NC, operating in the automotive services space since 1998."
255,Vanguard Works,Manufacturing,Packaging,Tucson,AZ,https://www.vanguardworks.com,(395) 597-3560,info@vanguardworks.com,74,17000000,2000,https://www.linkedin.com/company/vanguardworks,hiring,LinkedIn Company Search,"Vanguard Works is a packaging business based in Tucson, AZ, operating in the manufacturing space since 2000."
256,Vanguard Manufacturing,Manufacturing,Metal Fabrication,Nashville,TN,https://www.vanguardmanufacturing.com,(593) 974-4026,info@vanguardmanufacturing.com,72,17390000,1975,https://www.linkedin.com/company/vanguardmanufacturing,website redesign;new location opened,State Business Registry,"Vanguard Manufacturing is a metal fabrication business based in Nashville, TN, operating in the manufacturing space since 1975."
257,Timber Academy,Education & Training,Tutoring Services,Milwaukee,WI,https://www.timberacademy.com,(190) 240-4149,info@timberacademy.com,204,36180000,1987,https://www.linkedin.com/company/timberacademy,expanded service area,Google Maps,"Timber Academy is a tutoring services business based in Milwaukee, WI, operating in the education & training space since 1987."
258,Bluepeak Clinic Group,Healthcare Services,Dental Practice,Sacramento,CA,https://www.bluepeakclinicgroup.com,(762) 837-6740,info@bluepeakclinicgroup.com,139,20080000,1999,https://www.linkedin.com/company/bluepeakclinicgroup,,State Business Registry,"Bluepeak Clinic Group is a dental practice business based in Sacramento, CA, operating in the healthcare services space since 1999."
259,Cascade Provisions,Food & Beverage,Catering,Raleigh,NC,https://www.cascadeprovisions.com,(305) 544-7726,info@cascadeprovisions.com,221,56980000,1999,https://www.linkedin.com/company/cascadeprovisions,new location opened,State Business Registry,"Cascade Provisions is a catering business based in Raleigh, NC, operating in the food & beverage space since 1999."
260,Lakeside Clinic Group,Healthcare Services,Home Health Care,Columbus,OH,https://www.lakesideclinicgroup.com,(217) 759-5306,info@lakesideclinicgroup.com,6,1590000,1992,https://www.linkedin.com/company/lakesideclinicgroup,expanded service area;website redesign,Google Maps,"Lakeside Clinic Group is a home health care business based in Columbus, OH, operating in the healthcare services space since 1992."
261,Anchor Consulting Group,Professional Services,Accounting Firm,Columbus,OH,https://www.anchorconsultinggroup.com,(719) 775-5539,info@anchorconsultinggroup.com,66,13930000,2022,https://www.linkedin.com/company/anchorconsultinggroup,expanded service area,State Business Registry,"Anchor Consulting Group is a accounting firm business based in Columbus, OH, operating in the professional services space since 2022."
262,Redstone Contracting,Construction,Commercial Construction,Nashville,TN,https://www.redstonecontracting.com,(254) 567-4422,info@redstonecontracting.com,139,34610000,1996,,website redesign;recent leadership change,State Business Registry,"Redstone Contracting is a commercial construction business based in Nashville, TN, operating in the construction space since 1996."
263,Granite Academy,Education & Training,Corporate Training,Austin,TX,https://www.graniteacademy.com,(826) 688-5945,info@graniteacademy.com,166,23670000,1990,,website redesign;expanded service area,LinkedIn Company Search,"Granite Academy is a corporate training business based in Austin, TX, operating in the education & training space since 1990."
